date,raw_ex_ante_beta,post_ex_ante_beta,raw_rolling_60d_realized_beta,post_rolling_60d_realized_beta,raw_max_abs_sector_net,post_max_abs_sector_net,raw_net_exposure,post_net_exposure,post_gross_exposure,raw_sector_net__Communication Services,post_sector_net__Communication Services,raw_sector_net__Consumer Discretionary,post_sector_net__Consumer Discretionary,raw_sector_net__Consumer Staples,post_sector_net__Consumer Staples,raw_sector_net__Energy,post_sector_net__Energy,raw_sector_net__Financials,post_sector_net__Financials,raw_sector_net__Health Care,post_sector_net__Health Care,raw_sector_net__Industrials,post_sector_net__Industrials,raw_sector_net__Information Technology,post_sector_net__Information Technology,raw_sector_net__Materials,post_sector_net__Materials,raw_sector_net__Real Estate,post_sector_net__Real Estate,raw_sector_net__Unknown,post_sector_net__Unknown,raw_sector_net__Utilities,post_sector_net__Utilities
2014-01-30,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-31,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-07,,,,,0.06690416003005964,0.0,6.938893903907228e-18,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.06690416003005964,0.0,-0.05017812002254473,0.0,0.03345208001502982,0.0,0.06690416003005964,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-10,,,,,0.06690416003005964,0.0,6.938893903907228e-18,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.06690416003005964,0.0,-0.05017812002254473,0.0,0.03345208001502982,0.0,0.06690416003005964,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-11,,,,,0.06690416003005964,0.0,6.938893903907228e-18,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.06690416003005964,0.0,-0.05017812002254473,0.0,0.03345208001502982,0.0,0.06690416003005964,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-12,,,,,0.06690416003005964,0.0,6.938893903907228e-18,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.06690416003005964,0.0,-0.05017812002254473,0.0,0.03345208001502982,0.0,0.06690416003005964,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-13,,,,,0.06690416003005964,0.0,6.938893903907228e-18,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.06690416003005964,0.0,-0.05017812002254473,0.0,0.03345208001502982,0.0,0.06690416003005964,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-14,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.08363020003757454,0.0,-0.05017812002254473,0.0,-0.06690416003005964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-18,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.08363020003757454,0.0,-0.05017812002254473,0.0,-0.06690416003005964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-19,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.08363020003757454,0.0,-0.05017812002254473,0.0,-0.06690416003005964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-20,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.08363020003757454,0.0,-0.05017812002254473,0.0,-0.06690416003005964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-21,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.08363020003757454,0.0,-0.05017812002254473,0.0,-0.06690416003005964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,0.01672604000751491,0.0,0.0,0.0
2014-02-24,,,,,0.06690416003005964,0.0,1.3877787807814457e-17,0.0,0.0,0.01672604000751491,0.0,0.0,0.0,-0.05017812002254473,0.0,0.06690416003005964,0.0,0.0,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0
2014-02-25,,,,,0.06690416003005964,0.0,1.3877787807814457e-17,0.0,0.0,0.01672604000751491,0.0,0.0,0.0,-0.05017812002254473,0.0,0.06690416003005964,0.0,0.0,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0
2014-02-26,,,,,0.06690416003005964,0.0,1.3877787807814457e-17,0.0,0.0,0.01672604000751491,0.0,0.0,0.0,-0.05017812002254473,0.0,0.06690416003005964,0.0,0.0,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0
2014-02-27,,,,,0.06690416003005964,0.0,1.3877787807814457e-17,0.0,0.0,0.01672604000751491,0.0,0.0,0.0,-0.05017812002254473,0.0,0.06690416003005964,0.0,0.0,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0
2014-02-28,,,,,0.06690416003005964,0.0,1.3877787807814457e-17,0.0,0.0,0.01672604000751491,0.0,0.0,0.0,-0.05017812002254473,0.0,0.06690416003005964,0.0,0.0,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0
2014-03-03,,,,,0.05017812002254473,0.0,-1.3877787807814457e-17,0.0,0.0,0.03345208001502982,0.0,0.03345208001502982,0.0,0.0,0.0,0.03345208001502982,0.0,0.0,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.05017812002254473,0.0,-0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0
2014-03-04,,,,,0.05017812002254473,0.0,-1.3877787807814457e-17,0.0,0.0,0.03345208001502982,0.0,0.03345208001502982,0.0,0.0,0.0,0.03345208001502982,0.0,0.0,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.05017812002254473,0.0,-0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0
2014-03-05,,,,,0.05017812002254473,0.0,-1.3877787807814457e-17,0.0,0.0,0.03345208001502982,0.0,0.03345208001502982,0.0,0.0,0.0,0.03345208001502982,0.0,0.0,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.05017812002254473,0.0,-0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0
2014-03-06,,,,,0.05017812002254473,0.0,-1.3877787807814457e-17,0.0,0.0,0.03345208001502982,0.0,0.03345208001502982,0.0,0.0,0.0,0.03345208001502982,0.0,0.0,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.05017812002254473,0.0,-0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0
2014-03-07,,,,,0.05017812002254473,0.0,-1.3877787807814457e-17,0.0,0.0,0.03345208001502982,0.0,0.03345208001502982,0.0,0.0,0.0,0.03345208001502982,0.0,0.0,0.0,-0.01672604000751491,0.0,-0.01672604000751491,0.0,-0.05017812002254473,0.0,-0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0
2014-03-10,,,,,0.06690416003005964,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.05017812002254473,0.0,-0.06690416003005964,0.0,-0.01672604000751491,0.0,0.0,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-11,,,,,0.06690416003005964,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.05017812002254473,0.0,-0.06690416003005964,0.0,-0.01672604000751491,0.0,0.0,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-12,,,,,0.06690416003005964,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.05017812002254473,0.0,-0.06690416003005964,0.0,-0.01672604000751491,0.0,0.0,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-13,,,,,0.06690416003005964,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.05017812002254473,0.0,-0.06690416003005964,0.0,-0.01672604000751491,0.0,0.0,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-14,,,,,0.06690416003005964,0.0,0.0,0.0,0.0,0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,0.0,0.0,0.0,0.0,0.05017812002254473,0.0,-0.06690416003005964,0.0,-0.01672604000751491,0.0,0.0,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-17,,,,,0.03345208001502982,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,-0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0
2014-03-18,,,,,0.03345208001502982,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,-0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0
2014-03-19,,,,,0.03345208001502982,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,-0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0
2014-03-20,,,,,0.03345208001502982,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,-0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0
2014-03-21,,,,,0.03345208001502982,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,0.03345208001502982,0.0,-0.03345208001502982,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.01672604000751491,0.0
2014-03-24,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,0.0,0.0,0.01672604000751491,0.0,0.08363020003757454,0.0,-0.06690416003005964,0.0,0.0,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-25,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,0.0,0.0,0.01672604000751491,0.0,0.08363020003757454,0.0,-0.06690416003005964,0.0,0.0,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-26,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,0.0,0.0,0.01672604000751491,0.0,0.08363020003757454,0.0,-0.06690416003005964,0.0,0.0,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-27,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,0.0,0.0,0.01672604000751491,0.0,0.08363020003757454,0.0,-0.06690416003005964,0.0,0.0,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-28,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,0.0,0.0,-0.01672604000751491,0.0,0.01672604000751491,0.0,-0.01672604000751491,0.0,0.0,0.0,0.01672604000751491,0.0,0.08363020003757454,0.0,-0.06690416003005964,0.0,0.0,0.0,0.01672604000751491,0.0,-0.03345208001502982,0.0,0.0,0.0
2014-03-31,,,,,0.08363020003757454,0.0,0.0,0.0,0.0,0.0,0.0,0.01672604000751491,0.0,0.05017812002254473,0.0,-0.01672604000751491,0.0,0.0,0.0,-0.01672604000751491,0.0,0.06690416003005964,0.0,-0.08363020003757454,0.0,0.01672604000751491,0.0,0.01672604000751491,0.0,-0.05017812002254473,0.0,0.0,0.0
2014-04-01,0.41757320238330375,3.885780586188048e-16,,,0.08363020003757454,0.11295214044249757,0.0,1.1102230246251565e-16,1.4049873606312526,0.0,-0.05612858189226669,0.01672604000751491,-0.09157222390825309,0.05017812002254473,0.08424564596112491,-0.01672604000751491,0.0,0.0,0.011139938524296289,-0.01672604000751491,0.10997153699381133,0.06690416003005964,0.0846875415066867,-0.08363020003757454,-0.11295214044249757,0.01672604000751491,0.031059217206080108,0.01672604000751491,0.01942895076044575,-0.05017812002254473,-0.07987988470942761,0.0,0.0
2014-04-02,0.43188400175735864,3.0531133177191805e-16,,,0.08363020003757454,0.11525637250365767,0.0,-6.938893903907228e-17,1.4049873606312526,0.0,-0.06277115630990021,0.01672604000751491,-0.10424389186805055,0.05017812002254473,0.0857415560157043,-0.01672604000751491,0.0,0.0,0.015787185150437255,-0.01672604000751491,0.11525637250365767,0.06690416003005964,0.0836283924475057,-0.08363020003757454,-0.11408305315889479,0.01672604000751491,0.03205017113371426,0.01672604000751491,0.019894094011133744,-0.05017812002254473,-0.0712596699253074,0.0,0.0
2014-04-03,0.4300233489981258,-1.6653345369377348e-16,,,0.08363020003757454,0.11093348220956685,0.0,-2.7755575615628914e-17,1.4049873606312528,0.0,-0.05931939324448589,0.01672604000751491,-0.10401526595732531,0.05017812002254473,0.08601837788973735,-0.01672604000751491,0.0,0.0,0.015864277044328336,-0.01672604000751491,0.10906506366992827,0.06690416003005964,0.08373203640932887,-0.08363020003757454,-0.11093348220956685,0.01672604000751491,0.031190148223407706,0.01672604000751491,0.020021140682298107,-0.05017812002254473,-0.07162290250765059,0.0,0.0
2014-04-04,0.4435349607682052,-2.7755575615628914e-16,,,0.08363020003757454,0.11466585978522362,0.0,-1.6653345369377348e-16,1.4049873606312526,0.0,-0.06313533068523496,0.01672604000751491,-0.10482217273489024,0.05017812002254473,0.08782769168210823,-0.01672604000751491,0.0,0.0,0.015703178479582008,-0.01672604000751491,0.1137956928054275,0.06690416003005964,0.08416047433103527,-0.08363020003757454,-0.11466585978522362,0.01672604000751491,0.031209189473261838,0.01672604000751491,0.02020253433605183,-0.05017812002254473,-0.07027539790211801,0.0,0.0
2014-04-07,0.4519820692086629,-1.1102230246251565e-16,,,0.11708228005260438,0.1473559156805217,6.938893903907228e-18,-1.6653345369377348e-16,1.4049873606312526,-0.01672604000751491,-0.07705691518233608,0.01672604000751491,-0.1473559156805217,0.01672604000751491,0.026538360823134426,0.01672604000751491,0.010296992773199946,0.06690416003005964,0.1017744691762677,-0.03345208001502982,0.06796230540451814,0.06690416003005964,0.07205359436709555,-0.11708228005260438,-0.054645162868849316,0.0,0.004298858729350916,0.01672604000751491,0.01850635984143393,-0.03345208001502982,-0.022372947383293675,0.0,0.0
2014-04-08,0.45759330298220463,3.8163916471489756e-16,,,0.11708228005260438,0.14638596329228604,6.938893903907228e-18,1.734723475976807e-16,1.4049873606312526,-0.01672604000751491,-0.07670391120079662,0.01672604000751491,-0.14638596329228604,0.01672604000751491,0.02741961656840889,0.01672604000751491,0.009173821561321013,0.06690416003005964,0.09777002397762927,-0.03345208001502982,0.06342286307013588,0.06690416003005964,0.07422848821889802,-0.11708228005260438,-0.03966435572437259,0.0,0.003972465935180351,0.01672604000751491,0.016335696209589235,-0.03345208001502982,-0.029568745323707218,0.0,0.0
2014-04-09,0.4533570372324299,1.249000902703301e-16,,,0.11708228005260438,0.14352062405907418,6.938893903907228e-18,4.85722573273506e-17,1.4049873606312526,-0.01672604000751491,-0.07721416955249219,0.01672604000751491,-0.14352062405907418,0.01672604000751491,0.028255708394982714,0.01672604000751491,0.009391552550889911,0.06690416003005964,0.09630227412786613,-0.03345208001502982,0.06752602379579711,0.06690416003005964,0.07405715071412286,-0.11708228005260438,-0.04486022611885709,0.0,0.005406666674148353,0.01672604000751491,0.015426032050143134,-0.03345208001502982,-0.030770388577526717,0.0,0.0
2014-04-10,0.4881609287792106,-4.996003610813204e-16,,,0.11708228005260438,0.1355850885310311,6.938893903907228e-18,-2.2898349882893854e-16,1.4049873606312526,-0.01672604000751491,-0.07698653188990877,0.01672604000751491,-0.1355850885310311,0.01672604000751491,0.02664052940646426,0.01672604000751491,0.013040064314424123,0.06690416003005964,0.10109489263236028,-0.03345208001502982,0.06405031273677697,0.06690416003005964,0.0751356828127259,-0.11708228005260438,-0.03980533490148564,0.0,0.005785016882997481,0.01672604000751491,0.015254935479717593,-0.03345208001502982,-0.048624478943041324,0.0,0.0
2014-04-11,0.5154466903309789,-1.0408340855860843e-16,,,0.11708228005260438,0.1318601650594373,6.938893903907228e-18,-1.5092094240998222e-16,1.4049873606312526,-0.01672604000751491,-0.10698524793727467,0.01672604000751491,-0.1318601650594373,0.01672604000751491,0.02193995952703642,0.01672604000751491,0.015076978912563797,0.06690416003005964,0.10979959587886243,-0.03345208001502982,0.07174277759683664,0.06690416003005964,0.08266215373118041,-0.11708228005260438,-0.03910783276949395,0.0,0.0036546045798915155,0.01672604000751491,0.01271816947169983,-0.03345208001502982,-0.03964099393186529,0.0,0.0
2014-04-14,0.5090129646055503,4.163336342344337e-16,,,0.15053436006763418,0.17730953959968354,6.938893903907228e-18,1.3877787807814457e-16,1.4049873606312528,-0.01672604000751491,-0.17730953959968354,0.03345208001502982,0.008703950484007187,0.01672604000751491,0.021150340014774248,0.01672604000751491,0.056373910377078625,0.06690416003005964,0.08992372821561954,-0.03345208001502982,0.09968531239888487,0.05017812002254473,0.06182279076293755,-0.15053436006763418,-0.1603904441945221,0.03345208001502982,0.05550912624774878,0.01672604000751491,0.010878733374388739,-0.03345208001502982,-0.0663479080812337,0.0,0.0
2014-04-15,0.49890214306492103,-5.551115123125783e-17,,,0.15053436006763418,0.17325356835212224,6.938893903907228e-18,2.7755575615628914e-17,1.4049873606312526,-0.01672604000751491,-0.17325356835212224,0.03345208001502982,0.009929348847645878,0.01672604000751491,0.020844506234633083,0.01672604000751491,0.05567164742008883,0.06690416003005964,0.09129503551859112,-0.03345208001502982,0.103033442741628,0.05017812002254473,0.06245360243332428,-0.15053436006763418,-0.1691192074685104,0.03345208001502982,0.05506538549180001,0.01672604000751491,0.010775063424669077,-0.03345208001502982,-0.06669525629174759,0.0,0.0
2014-04-16,0.4985352905971232,5.551115123125783e-17,,,0.15053436006763418,0.1833732958452616,6.938893903907228e-18,0.0,1.4049873606312526,-0.01672604000751491,-0.1687800221210134,0.03345208001502982,0.009398844269594158,0.01672604000751491,0.020923262220362053,0.01672604000751491,0.054108280819318746,0.06690416003005964,0.09092866873633801,-0.03345208001502982,0.09871691054361817,0.05017812002254473,0.06169877676484918,-0.15053436006763418,-0.1833732958452616,0.03345208001502982,0.055161002009850246,0.01672604000751491,0.010885115197862573,-0.03345208001502982,-0.049667542595518116,0.0,0.0
